PUESTO_TRABAJO,AREA,FECHA_INGRESO_PLANILLA,MOTIVO_SEPARACION,FECHA_CESE,SITUACION,COD_SEXO,ESTADO_CIVIL,FECHA_NACIMIENTO,SEGMENTO SIMPLE,TIPO_CASA,TIPO_INSTRUCCION,DISTRITO,PROVINCIA,DEPARTAMENTO,NÚMERO DE HIJOS
AUXILIAR GENERAL,VOTORANTIM METAIS - ALIMENTACION,44211,TERMINO DE CONTRATO,44531,CESADO,M,SOLTERO(A),34861,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
ASISTENTE ADMINISTRATIVO,GLENCORE - ALIMENTACION,43525,RENUNCIA VOLUNTARIA,44927,CESADO,M,SOLTERO(A),31231,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,TARMA,TARMA,DPTO JUNIN,SIN INFORMACION
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,43493,TERMINO DE CONTRATO,44256,CESADO,M,SOLTERO(A),28519,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
VAJILLERO,PAN AMERICAN SILVER HUARON - ALIMENTACION,44320,TERMINO DE CONTRATO,44621,CESADO,M,SOLTERO(A),36241,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,MILPO EL PORVENIR - HOTELERIA,43748,TERMINO DE CONTRATO,44075,CESADO,F,SOLTERO(A),34632,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44968,TERMINO DE CONTRATO,45474,CESADO,M,CONVIVIENTE,32251,E&R,ALQUILADA,SECUNDARIA COMPLETA,PAUCARPATA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
SUPERVISOR DE HS&E,PLUSPETROL L 88 - ADMINISTRACION,44876,RENUNCIA VOLUNTARIA,45184,CESADO,M,SOLTERO(A),35192,E&R,PROPIA,SECUNDARIA COMPLETA,CHORRILLOS,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,ENEL GYD - LIMPIEZA,43647,TERMINO DE CONTRATO,43891,CESADO,M,SOLTERO(A),34569,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,TUNSHURUCO - HOTELERIA,44176,RENUNCIA VOLUNTARIA,44197,CESADO,F,SOLTERO(A),33141,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
MOZO,QUELLAVECO - ALIMENTACION,44151,RENUNCIA VOLUNTARIA,44228,CESADO,F,SOLTERO(A),31957,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,CNPC PERU - PIURA,44552,TERMINO DE CONTRATO,44642,CESADO,F,SOLTERO(A),34583,E&R,PROPIA,SECUNDARIA COMPLETA,EL ALTO,TALARA,DPTO PIURA,0
AUXILIAR DE HOTELERIA,GLENCORE - HOTELERIA,44684,RENUNCIA VOLUNTARIA,44755,CESADO,F,SOLTERO(A),34359,E&R,ALQUILADA,SECUNDARIA COMPLETA,SICAYA,HUANCAYO,DPTO JUNIN,SIN INFORMACION
AYUDANTE DE COCINA,QUELLAVECO - ALIMENTACION,44688,TERMINO DE CONTRATO,44774,CESADO,M,SOLTERO(A),32912,E&R,ALQUILADA,SECUNDARIA COMPLETA,HUAYTARA,HUAYTARA,DPTO HUANCAVELICA,2
MOZO,QUELLAVECO - ALIMENTACION,44140,PERIODO PRUEBA,44185,CESADO,M,SOLTERO(A),35926,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,2
AYUDANTE DE COCINA,HOCHSCHILD - INMACULADA,44205,TERMINO DE CONTRATO,44470,CESADO,M,SOLTERO(A),34615,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CUENCA,HUANCAVELICA,DPTO HUANCAVELICA,SIN INFORMACION
AUXILIAR DE ALMACEN,QUELLAVECO - ALIMENTACION,44048,TERMINO DE CONTRATO,44927,CESADO,M,SOLTERO(A),35445,E&R,NO APLICABLE,SECUNDARIA COMPLETA,ALTO SELVA ALEGRE,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - MULTIUSOS,PAMPA MELCHORITA - MANTENIMIENTO,45111,TERMINO DE CONTRATO,45261,CESADO,M,SOLTERO(A),37387,E&R,FAMILIAR,SECUNDARIA COMPLETA,CHIMBOTE,SANTA,DPTO ANCASH,2
SERVICE DESK,PAMPA MELCHORITA - MANTENIMIENTO,44314,TERMINO DE CONTRATO,44621,CESADO,F,SOLTERO(A),35800,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTRICISTA,VALE MISKI MAYO - MANTENIMIENTO,44181,TERMINO DE CONTRATO,45261,CESADO,M,SOLTERO(A),34723,E&R,NO APLICABLE,TÉCNICA COMPLETA,COATA,PUNO,DPTO PUNO,SIN INFORMACION
SUPERVISOR DE COMEDOR,UCHUCCHACUA - ALIMENTACION,43525,RENUNCIA VOLUNTARIA,44357,CESADO,F,SOLTERO(A),33509,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
ASISTENTE DE COMEDOR,QUELLAVECO - ALIMENTACION,44077,RENUNCIA VOLUNTARIA,44205,CESADO,F,SOLTERO(A),34532,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
TECNICO DE MANTENIMIENTO - ELECTRONICO,VALE MISKI MAYO - MANTENIMIENTO,43978,TERMINO DE CONTRATO,44713,CESADO,M,SOLTERO(A),33768,E&R,NO APLICABLE,TÉCNICA COMPLETA,CATACAOS,PIURA,DPTO PIURA,0
LAVANDERO,PAMPA MELCHORITA - ALIMENTACION,44359,RENUNCIA VOLUNTARIA,44378,CESADO,F,SOLTERO(A),35154,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,44126,TERMINO DE CONTRATO,44256,CESADO,F,SOLTERO(A),26511,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
RECEPCIONISTA,HUDBAY - HOTELERIA,44744,RENUNCIA VOLUNTARIA,44774,CESADO,M,SOLTERO(A),36563,E&R,PROPIA,SECUNDARIA COMPLETA,CUSCO,CUSCO,DPTO CUSCO,SIN INFORMACION
LAVANDERO,HUDBAY - HOTELERIA,44799,PERIODO PRUEBA,44819,CESADO,M,SOLTERO(A),37365,E&R,PROPIA,SECUNDARIA COMPLETA,CUSCO,CUSCO,DPTO CUSCO,2
ASISTENTE ADMINISTRATIVO,MINSUR PUCAMARCA NUEVO - ALIMENTACION,44065,RENUNCIA VOLUNTARIA,44256,CESADO,F,SOLTERO(A),26420,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - MULTIUSOS,QUELLAVECO - MANTENIMIENTO,44737,TERMINO DE CONTRATO,45474,CESADO,M,SOLTERO(A),29761,E&R,PROPIA,SECUNDARIA COMPLETA,SAN CRISTOBAL,MARISCAL NIETO,DPTO MOQUEGUA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - GASFITERO,QUELLAVECO - MANTENIMIENTO,43998,RENUNCIA VOLUNTARIA,44228,CESADO,M,SOLTERO(A),31723,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE MANTENIMIENTO,TUNSHURUCO - MANTENIMIENTO,45268,PERIODO PRUEBA,45331,CESADO,M,SOLTERO(A),37489,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN MARTIN DE PORRES,LIMA,DPTO LIMA,0
AUXILIAR DE ADMINISTRACION,PLUSPETROL L 88 - ADMINISTRACION,43809,TERMINO DE CONTRATO,43983,CESADO,M,SOLTERO(A),31864,E&R,NO APLICABLE,TÉCNICA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
ANALISTA DE RECURSOS HUMANOS,TAMBOMAYO - ALIMENTACION,44447,RENUNCIA VOLUNTARIA,45170,CESADO,F,SOLTERO(A),34014,E&R,NO APLICABLE,UNIVERS. COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTROMECANICO,HOCHSCHILD - PALLANCATA,43501,TERMINO DE CONTRATO,44075,CESADO,M,SOLTERO(A),29096,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,2
AUXILIAR DE LIMPIEZA,VALE MISKI MAYO - HOTELERIA,42574,RENUNCIA VOLUNTARIA,43983,CESADO,F,SOLTERO(A),24916,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,VALE MISKI MAYO - HOTELERIA,44673,TERMINO DE CONTRATO,44986,CESADO,M,SOLTERO(A),31234,E&R,PROPIA,SECUNDARIA COMPLETA,SIN INFORMACION, TALARA,DPTO PIURA ,SIN INFORMACION
VAJILLERO,VALE MISKI MAYO - ALIMENTACION,45226,RENUNCIA VOLUNTARIA,45324,CESADO,M,SOLTERO(A),37945,E&R,ALQUILADA,SECUNDARIA COMPLETA,CASTILLA,CASTILLA,DPTO PIURA,0
MOZO,PAN AMERICAN SILVER HUARON - ALIMENTACION,43556,RENUNCIA VOLUNTARIA,43922,CESADO,F,SOLTERO(A),33762,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,44029,RENUNCIA VOLUNTARIA,44105,CESADO,F,SOLTERO(A),27372,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,OLEODUCTO - HOTELERIA,40472,ART 34° DECRETO LEG 728°,44219,CESADO,M,CONVIVIENTE,26327,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44266,TERMINO DE CONTRATO,44652,CESADO,F,SOLTERO(A),35220,E&R,NO APLICABLE,SECUNDARIA COMPLETA,POMATA,CHUCUITO,DPTO PUNO,SIN INFORMACION
SUPERVISOR DE PLANTAS DE AGUA,SECHE AQQ - MANTENIMIENTO,44823,RENUNCIA VOLUNTARIA,45330,CESADO,M,CONVIVIENTE,34329,E&R,PROPIA,SECUNDARIA COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,44382,TERMINO DE CONTRATO,44958,CESADO,F,SOLTERO(A),28213,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
NUTRICIONISTA,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45254,RENUNCIA VOLUNTARIA,45474,CESADO,F,SOLTERO(A),32004,E&R,PROPIA,SECUNDARIA COMPLETA,JOSE L. BUSTAMANTE Y RIVERO,AREQUIPA,DPTO AREQUIPA,1
MOZO,ALTO MONTAÑA - ALIMENTACION,43786,RENUNCIA VOLUNTARIA,43835,CESADO,F,SOLTERO(A),33879,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AUXILIAR GENERAL,SOUTHERN PERU - ILO,44076,RENUNCIA VOLUNTARIA,45170,CESADO,M,SOLTERO(A),35694,E&R,NO APLICABLE,TÉCNICA COMPLETA,ILO,ILO,DPTO MOQUEGUA,SIN INFORMACION
SUPERVISOR DE COMEDOR,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45352,RENUNCIA VOLUNTARIA,45478,CESADO,F,SOLTERO(A),26279,E&R,PROPIA,SECUNDARIA COMPLETA,YURA,AREQUIPA,DPTO AREQUIPA,0
AUXILIAR DE LIMPIEZA,QUELLAVECO - HOTELERIA,44501,TERMINO DE CONTRATO,44774,CESADO,F,SOLTERO(A),31223,E&R,ALQUILADA,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,PUERTO CHANCAY - ALIMENTACION,44296,RENUNCIA VOLUNTARIA,44418,CESADO,M,SOLTERO(A),35702,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
AYUDANTE DE COCINA,SAXON MALVINAS - SATELITES,45133,RENUNCIA VOLUNTARIA,45323,CESADO,M,SOLTERO(A),35702,E&R,PROPIA,SECUNDARIA COMPLETA,CHANCAY,HUARAL,DPTO LIMA,SIN INFORMACION
AUXILIAR DE ALMACEN,PAMPA MELCHORITA - ALIMENTACION,44675,RENUNCIA VOLUNTARIA,44682,CESADO,M,SOLTERO(A),36858,E&R,ALQUILADA,SECUNDARIA COMPLETA,COMAS,LIMA,DPTO LIMA,0
CHOFER,COGA SIERRA - ALIMENTACION,43755,RENUNCIA VOLUNTARIA,43831,CESADO,M,SOLTERO(A),34264,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,ENEL GYD - LIMPIEZA,43866,TERMINO DE CONTRATO,44743,CESADO,M,SOLTERO(A),33955,E&R,NO APLICABLE,TÉCNICA COMPLETA,CARABAYLLO,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,ENEL GYD - LIMPIEZA,43497,TERMINO DE CONTRATO,44743,CESADO,M,SOLTERO(A),31957,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,COMAS,LIMA,DPTO LIMA,2
VAJILLERO,PAMPA MELCHORITA - ALIMENTACION,44278,RENUNCIA VOLUNTARIA,44378,CESADO,M,SOLTERO(A),27142,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,3
AUXILIAR DE ALMACEN,QUELLAVECO - ALIMENTACION,44013,TERMINO DE CONTRATO,44166,CESADO,M,SOLTERO(A),28311,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
AYUDANTE DE COCINA,MARSA - ALIMENTACION,44636,RENUNCIA VOLUNTARIA,44994,CESADO,M,SOLTERO(A),33916,E&R,PROPIA,TÉCNICA COMPLETA,TRUJILLO,TRUJILLO,DPTO LA LIBERTAD,SIN INFORMACION
MOZO,TANTAHUATAY COIMOLACHE - ALIMENTACION,43594,TERMINO DE CONTRATO,44440,CESADO,M,SOLTERO(A),34113,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,PAMPA MELCHORITA - ALIMENTACION,45073,TERMINO DE CONTRATO,45170,CESADO,F,SOLTERO(A),32310,E&R,ALQUILADA,SECUNDARIA COMPLETA,NAZCA,NAZCA,DPTO ICA,1
CHOFER,EDELNOR - MANTENIMIENTO,39486,RENUNCIA VOLUNTARIA,43862,CESADO,M,SOLTERO(A),23326,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE HS&E,MINSUR REFINERIA PISCO - ALIMENTACION,43586,TERMINO DE CONTRATO,44531,CESADO,M,SOLTERO(A),30734,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SANTIAGO,ICA,DPTO ICA,SIN INFORMACION
COCINERO,SAXON MALVINAS - SATELITES,44181,TERMINO DE CONTRATO,44531,CESADO,M,SOLTERO(A),35330,E&R,NO APLICABLE,SECUNDARIA COMPLETA,IQUITOS,MAYNAS,DPTO LORETO,SIN INFORMACION
AUXILIAR DE MANTENIMIENTO,MARSA - MANTENIMIENTO,44161,TERMINO DE CONTRATO,44256,CESADO,M,SOLTERO(A),32149,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AYUDANTE DE COCINA,MARSA - ALIMENTACION,44018,PERIODO PRUEBA,44044,CESADO,M,SOLTERO(A),35875,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,RIO TINTO LA GRANJA - FOOD,44322,TERMINO DE CONTRATO,44531,CESADO,F,SOLTERO(A),34583,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,VALE MISKI MAYO - HOTELERIA,44201,RENUNCIA VOLUNTARIA,44418,CESADO,M,SOLTERO(A),37334,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
AUXILIAR DE LIMPIEZA,CNPC PERU - PIURA,44138,PERIODO PRUEBA,44228,CESADO,F,SOLTERO(A),28278,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
COCINERO,LA PODEROSA - CEDRO,44616,TERMINO DE CONTRATO,44713,CESADO,M,SOLTERO(A),33604,E&R,ALQUILADA,TÉCNICA INCOMPLETA,CAJAMARCA,CAJAMARCA,DPTO CAJAMARCA,0
SUPERVISOR DE HS&E,QUELLAVECO - ALIMENTACION,44912,RENUNCIA VOLUNTARIA,45474,CESADO,M,CASADO(A),26107,E&R,PROPIA,SUPERIOR COMPLETA,ILO,ILO,DPTO MOQUEGUA,2
MOZO,QUELLAVECO - ALIMENTACION,44172,RENUNCIA VOLUNTARIA,44409,CESADO,M,SOLTERO(A),32196,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
LAVANDERO,TUNSHURUCO - HOTELERIA,44285,TERMINO DE CONTRATO,44440,CESADO,M,SOLTERO(A),33261,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,TAMBOMAYO - HOTELERIA,44700,RENUNCIA VOLUNTARIA,44774,CESADO,F,SOLTERO(A),35676,E&R,PROPIA,TÉCNICA INCOMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,2
AUXILIAR GENERAL,PLUSPETROL L 88 - HOTELERIA C4,42905,TERMINO DE CONTRATO,44531,CESADO,M,CASADO(A),28455,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SAN MARTIN DE PORRES,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE CALIDAD,TUNSHURUCO - ALIMENTACION,44285,RENUNCIA VOLUNTARIA,44621,CESADO,F,SOLTERO(A),32665,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LOS OLIVOS,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE MEDIO AMBIENTE,MARSA - MEDIO AMBIENTE,44896,RENUNCIA VOLUNTARIA,44976,CESADO,M,SOLTERO(A),32361,E&R,PROPIA,UNIVERS. COMPLETA,CAJAMARCA,CAJAMARCA,DPTO CAJAMARCA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - SERVICIOS GENERALES,PLUSPETROL L 56 - PLANTAS DE AGUA,44131,RENUNCIA VOLUNTARIA,44265,CESADO,M,SOLTERO(A),34488,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,PPN LOTE 8 - ALIMENTACION,42796,TERMINO DE CONTRATO,43983,CESADO,M,SOLTERO(A),30833,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AYUDANTE DE COCINA,MARSA - ALIMENTACION,44533,PERIODO PRUEBA,44621,CESADO,M,SOLTERO(A),35595,E&R,PROPIA,SECUNDARIA COMPLETA,NUEVO CHIMBOTE,SANTA,DPTO ANCASH,0
AUXILIAR GENERAL,MARSA - ADMINISTRACION,43782,PERIODO PRUEBA,43844,CESADO,M,SOLTERO(A),30472,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
COCINERO,MINSUR PUCAMARCA NUEVO - ALIMENTACION,44412,TERMINO DE CONTRATO,44593,CESADO,M,SOLTERO(A),28354,E&R,NO APLICABLE,NO APLICABLE,CAYMA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,MILPO ATACOCHA - HOTELERIA,43897,TERMINO DE CONTRATO,44470,CESADO,M,SOLTERO(A),37141,E&R,NO APLICABLE,SECUNDARIA COMPLETA,TUMAN,CHICLAYO,DPTO LAMBAYEQUE,0
AYUDANTE DE COCINA,HUDBAY - ALIMENTACION,45174,TERMINO DE CONTRATO,45352,CESADO,F,SOLTERO(A),33365,E&R,FAMILIAR,SECUNDARIA COMPLETA,MARIANO MELGAR,AREQUIPA,DPTO AREQUIPA,0
AUXILIAR DE LIMPIEZA,QUELLAVECO - HOTELERIA,45393,TERMINO DE CONTRATO,45474,CESADO,F,SOLTERO(A),35139,E&R,FAMILIAR,SECUNDARIA COMPLETA,ILO,ILO,DPTO MOQUEGUA,1
AUXILIAR GENERAL,TAMBOMAYO - ALIMENTACION,44285,RENUNCIA VOLUNTARIA,44477,CESADO,F,SOLTERO(A),33883,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CAYMA,AREQUIPA,DPTO AREQUIPA,1
MOZO,HUDBAY - ALIMENTACION,45044,TERMINO DE CONTRATO,45170,CESADO,F,SOLTERO(A),37976,E&R,ALQUILADA,SECUNDARIA COMPLETA,ANCAHUASI,ANTA,DPTO CUSCO,1
MOZO,TUNSHURUCO - ALIMENTACION,44258,RENUNCIA VOLUNTARIA,44682,CESADO,F,SOLTERO(A),36065,E&R,NO APLICABLE,SECUNDARIA COMPLETA,COMAS,LIMA,DPTO LIMA,1
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,45296,TERMINO DE CONTRATO,45444,CESADO,F,SOLTERO(A),36913,E&R,FAMILIAR,SECUNDARIA COMPLETA,STA ROSA DE SACCO,YAULI,DPTO JUNIN,0
MOZO,TUNSHURUCO - ALIMENTACION,44684,RENUNCIA VOLUNTARIA,45387,CESADO,F,SOLTERO(A),30993,E&R,PROPIA,SECUNDARIA COMPLETA,MOROCOCHA,YAULI,DPTO JUNIN,SIN INFORMACION
AUXILIAR DE LIMPIEZA,GLENCORE - LIMPIEZA,44621,TERMINO DE CONTRATO,44805,CESADO,M,CONVIVIENTE,34503,E&R,ALQUILADA,SECUNDARIA COMPLETA,HUANCAYO,HUANCAYO,DPTO JUNIN,0
AUXILIAR GENERAL,PLUSPETROL L 88 - HOTELERIA C4,44629,RENUNCIA VOLUNTARIA,44747,CESADO,F,SOLTERO(A),34161,E&R,ALQUILADA,SECUNDARIA COMPLETA,COMAS,LIMA,DPTO LIMA,1
ALMACENERO,PPN LOTE 8 - ALMACEN,43530,TERMINO DE CONTRATO,43983,CESADO,M,SOLTERO(A),34394,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AUXILIAR DE HOTELERIA,MILPO EL PORVENIR - HOTELERIA,43557,TERMINO DE CONTRATO,44834,CESADO,F,SOLTERO(A),29786,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CHAUPIMARCA,PASCO,DPTO PASCO,SIN INFORMACION
AUXILIAR DE LIMPIEZA,EDELNOR - LIMPIEZA,43322,TERMINO DE CONTRATO,44166,CESADO,F,SOLTERO(A),29780,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
SUPERVISOR DE TRANSPORTE,MINSUR PUCAMARCA NUEVO - HOTELERIA,44412,TERMINO DE CONTRATO,44531,CESADO,M,SOLTERO(A),33201,E&R,NO APLICABLE,NO APLICABLE,CAYMA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
LAVANDERO,TUNSHURUCO - HOTELERIA,45324,RENUNCIA VOLUNTARIA,45383,CESADO,M,CONVIVIENTE,31462,E&R,NO APLICABLE,SECUNDARIA COMPLETA,EL MANTARO,JAUJA,JAUJA,2
JARDINERO,COGA SELVA - MANTENIMIENTO,44471,RENUNCIA VOLUNTARIA,44958,CESADO,M,SOLTERO(A),30248,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,COGA SELVA - MANTENIMIENTO,43071,RENUNCIA VOLUNTARIA,45327,CESADO,F,SOLTERO(A),35695,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,ECHARATE,LA CONVENCION,DPTO CUSCO,1
AYUDANTE DE COCINA,MARSA - ALIMENTACION,44245,RENUNCIA VOLUNTARIA,44287,CESADO,M,SOLTERO(A),36391,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AYUDANTE DE COCINA,COGA SELVA - ALIMENTACION,43532,RENUNCIA VOLUNTARIA,44362,CESADO,M,SOLTERO(A),33287,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,43983,TERMINO DE CONTRATO,45139,CESADO,F,SOLTERO(A),36595,E&R,NO APLICABLE,SECUNDARIA COMPLETA,COLQUEMARCA,CHUMBIVILCAS,DPTO CUSCO,SIN INFORMACION
AUXILIAR GENERAL,HOCHSCHILD - SELENE,44608,RENUNCIA VOLUNTARIA,44643,CESADO,M,SOLTERO(A),35223,E&R,PROPIA,UNIVERS. INCOMPLETA,URCOS,QUISPICANCHIS,DPTO CUSCO,SIN INFORMACION
CHOFER,QUELLAVECO - ALIMENTACION,44158,PERIODO PRUEBA,44197,CESADO,F,SOLTERO(A),32695,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,OLEODUCTO - HOTELERIA,41544,RENUNCIA VOLUNTARIA,43871,CESADO,M,SOLTERO(A),28231,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,44568,TERMINO DE CONTRATO,45474,CESADO,F,SOLTERO(A),34706,E&R,ALQUILADA,SECUNDARIA COMPLETA,MARIANO MELGAR,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR GENERAL,HUDBAY - ALIMENTACION,44779,RENUNCIA VOLUNTARIA,45458,CESADO,M,SOLTERO(A),28934,E&R,ALQUILADA,SECUNDARIA COMPLETA,AREQUIPA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
PANADERO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,44451,TERMINO DE CONTRATO,44713,CESADO,M,SOLTERO(A),34368,E&R,NO APLICABLE,TÉCNICA COMPLETA,LIMA,LIMA,DPTO LIMA,5
MOZO,HIDROELECTRICA HUANZA - ALIMENTACION,44944,TERMINO DE CONTRATO,45170,CESADO,M,SOLTERO(A),31028,E&R,ALQUILADA,SECUNDARIA COMPLETA,CHORRILLOS,LIMA,DPTO LIMA,SIN INFORMACION
